smiles,pKi_numeric
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCN4CCN(c5ccccc5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.24
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(OCCCN4CCN(c5cccc(Cl)c5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.42
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(OCCCN4CCN(c5cccc(Cl)c5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.42
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(OCCCN4CCN(c5ccccc5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.43
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(OCCCN4CCN(c5ccccc5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.43
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(OCCCN4CCN(c5ccccc5F)CC4)C(=O)[C@@H]31)[C@H](C)C2,5.97
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(OCCCN4CCN(c5ccccc5F)CC4)C(=O)[C@H]31)[C@H](C)C2,5.97
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(OCCCN4CCN(c5ccccn5)CC4)C(=O)[C@@H]31)[C@H](C)C2,5.74
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(OCCCN4CCN(c5ccccn5)CC4)C(=O)[C@H]31)[C@H](C)C2,5.74
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCCN1CCN(c2ccc(Cl)cc2)CC1,8.769551078621726
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1,7.337242168318426
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,5.576754126063192
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCCN1CCN(c2ccccc2F)CC1,8.045757490560675
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCCN1CCN(c2ccncc2)CC1,5.7972393126068
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCCN1CCN(c2cnccn2)CC1,5.6020599913279625
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCN1CCN(c2ccc(Cl)cc2)CC1,8.397940008672037
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1,6.543633966870956
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCN1CCN(c2cccc(Cl)c2Cl)CC1,7.180456064458131
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCN1CCN(c2ccccc2C#N)CC1,7.1938200260161125
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCN1CCN(c2ccccc2F)CC1,7.552841968657781
CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCN1CCN(c2cnccn2)CC1,5.522878745280337
CC(=O)c1c(OCCCCN2CCN(c3cc(C)ccc3C)CC2)ccc2c(C)cc(=O)oc12,7.329754146925876
CC(=O)c1c(OCCCCN2CCN(c3ccc(Cl)cc3)CC2)ccc2c(C)cc(=O)oc12,7.251811972993799
CC(=O)c1c(OCCCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)ccc2c(C)cc(=O)oc12,6.809668301829708
CC(=O)c1c(OCCCCN2CCN(c3cccc(Br)c3)CC2)ccc2c(C)cc(=O)oc12,8.187086643357144
CC(=O)c1c(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc2c(C)cc(=O)oc12,7.522878745280337
CC(=O)c1c(OCCCCN2CCN(c3cccc(F)c3)CC2)ccc2c(C)cc(=O)oc12,6.3979400086720375
CC(=O)c1c(OCCCCN2CCN(c3ccccc3Br)CC2)ccc2c(C)cc(=O)oc12,8.0
CC(=O)c1c(OCCCCN2CCN(c3ccccc3C#N)CC2)ccc2c(C)cc(=O)oc12,7.040958607678906
CC(=O)c1c(OCCCCN2CCN(c3ccccc3Cl)CC2)ccc2c(C)cc(=O)oc12,7.698970004336019
CC(=O)c1c(OCCCCN2CCN(c3ccccc3F)CC2)ccc2c(C)cc(=O)oc12,7.327902142064282
CC(=O)c1c(OCCCCN2CCN(c3cnccn3)CC2)ccc2c(C)cc(=O)oc12,5.936291440608583
CC(=O)c1c(OCCCN2CCN(c3cc(C)cc(C)c3)CC2)ccc2c(C)cc(=O)oc12,7.903089986991944
CC(=O)c1c(OCCCN2CCN(c3cc(C)ccc3C)CC2)ccc2c(C)cc(=O)oc12,6.991399828238082
CC(=O)c1c(OCCCN2CCN(c3ccc(Cl)cc3)CC2)ccc2c(C)cc(=O)oc12,8.022276394711152
CC(=O)c1c(OCCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)ccc2c(C)cc(=O)oc12,7.376750709602099
CC(=O)c1c(OCCCN2CCN(c3cccc(Br)c3)CC2)ccc2c(C)cc(=O)oc12,8.221848749616356
CC(=O)c1c(OCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc2c(C)cc(=O)oc12,8.096910013008056
CC(=O)c1c(OCCCN2CCN(c3cccc(F)c3)CC2)ccc2c(C)cc(=O)oc12,6.3893398369101195
CC(=O)c1c(OCCCN2CCN(c3ccccc3Br)CC2)ccc2c(C)cc(=O)oc12,8.154901959985743
CC(=O)c1c(OCCCN2CCN(c3ccccc3C#N)CC2)ccc2c(C)cc(=O)oc12,7.1249387366083
CC(=O)c1c(OCCCN2CCN(c3ccccc3C(F)(F)F)CC2)ccc2c(C)cc(=O)oc12,7.698970004336019
